urn,path,genre,structural_type,div_subtypes,milestone_units,issues
tlg1272.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1272/tlg001/tlg1272.tlg001.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter|paragraph,10|100|101|102|103|104|105|106|107|108|109|11|110|111|112|113|114|115|116|117|118|119|12|120|121|122|123|124|125|126|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|44|45|46|47|48|49|5|51|52|53|54|55|56|57|58|59|6|60|61|62|63|64|65|66|67|68|69|7|70|71|72|73|74|75|76|77|78|79|8|80|81|82|83|84|85|86|87|88|89|9|90|91|92|93|94|95|96|97|98|99,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg1286.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg001/tlg1286.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg002/tlg1286.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg003/tlg1286.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg004/tlg1286.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg005/tlg1286.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg006/tlg1286.tlg006.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg007/tlg1286.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg008/tlg1286.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg009/tlg1286.tlg009.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg010/tlg1286.tlg010.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg011/tlg1286.tlg011.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg012/tlg1286.tlg012.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg013/tlg1286.tlg013.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg014.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg014/tlg1286.tlg014.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg016.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg016/tlg1286.tlg016.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg017.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg017/tlg1286.tlg017.1st1K-grc1.xml,prose-dialogue,div-based,section,,
tlg1286.tlg018.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg018/tlg1286.tlg018.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg019.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg019/tlg1286.tlg019.1st1K-lat1.xml,prose-philosophy,div-based,section,,
tlg1286.tlg020.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1286/tlg020/tlg1286.tlg020.1st1K-grc1.xml,prose-philosophy,div-based,excerpt|section,,
tlg1287.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1287/tlg001/tlg1287.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1304.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1304/tlg002/tlg1304.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1309.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1309/tlg001/tlg1309.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1311.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1311/tlg001/tlg1311.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1319.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1319/tlg002/tlg1319.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1320.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1320/tlg001/tlg1320.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1325.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1325/tlg001/tlg1325.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,epistle|section,,
tlg1329.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1329/tlg001/tlg1329.tlg001.1st1K-grc1.xml,prose-oratory,div-based,fragment,,
tlg1337.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1337/tlg003/tlg1337.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1347.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1347/tlg004/tlg1347.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1367.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1367/tlg001/tlg1367.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,epistle|section,,
tlg1383.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1383/tlg001/tlg1383.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1390.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1390/tlg004/tlg1390.tlg004.1st1K-grc1.xml,prose-historiography,div-based,fragment,,
tlg1402.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1402/tlg001/tlg1402.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1402.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1402/tlg002/tlg1402.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1402.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1402/tlg003/tlg1402.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1402.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1402/tlg004/tlg1402.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1402.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1402/tlg005/tlg1402.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1409.opp003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1409/opp003/tlg1409.opp003.1st1K-grc1.xml,prose-historiography,div-based,section,,
tlg1413.tlg001.1st1K-eng1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1413/tlg001/tlg1413.tlg001.1st1K-eng1.xml,prose-philosophy,div-based,chapter,,
tlg1414.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1414/tlg001/tlg1414.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1416.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1416/tlg007/tlg1416.tlg007.1st1K-grc1.xml,prose-philosophy,mixed,letter|entry,page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg1419.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1419/tlg001/tlg1419.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg1431.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1431/tlg003/tlg1431.tlg003.1st1K-grc1.xml,verse-didactic,div-based,book|chapter|section,,
tlg1434.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1434/tlg004/tlg1434.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1441.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1441/tlg001/tlg1441.tlg001.1st1K-grc1.xml,prose-oratory,div-based,section,,
tlg1443.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1443/tlg001/tlg1443.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,epistle|chapter|section,,
tlg1443.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1443/tlg002/tlg1443.tlg002.1st1K-grc1.xml,prose-epistolary,div-based,epistle|chapter|section,,
tlg1447.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1447/tlg001/tlg1447.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1447.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1447/tlg009/tlg1447.tlg009.1st1K-grc1.xml,prose-epistolary,div-based,section,,
tlg1463.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1463/tlg001/tlg1463.tlg001.1st1K-grc1.xml,verse-epic,div-based,chapter|verse,,
tlg1463.tlg001.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1463/tlg001/tlg1463.tlg001.1st1K-grc2.xml,verse-epic,div-based,chapter|section,,
tlg1463.tlg001.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1463/tlg001/tlg1463.tlg001.1st1K-lat1.xml,verse-epic,div-based,chapter|verse,,
tlg1463.tlg001.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1463/tlg001/tlg1463.tlg001.opp-ger1.xml,verse-epic,div-based,chapter|verse,,
tlg1482.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1482/tlg001/tlg1482.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg1484.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1484/tlg001/tlg1484.tlg001.1st1K-grc1.xml,prose-biography,div-based,chapter|section,,
tlg1486.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1486/tlg001/tlg1486.tlg001.1st1K-grc1.xml,verse-epic,unknown,,,No <div type='textpart'> or <milestone> elements found; document appears unstructured.
tlg1486.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1486/tlg002/tlg1486.tlg002.1st1K-grc1.xml,verse-epic,div-based,fragment,,
tlg1487.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1487/tlg001/tlg1487.tlg001.1st1K-grc1.xml,verse-didactic,div-based,chapter,,
tlg1487.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1487/tlg002/tlg1487.tlg002.1st1K-grc1.xml,verse-didactic,div-based,chapter,,
tlg1542.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1542/tlg001/tlg1542.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1548.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1548/tlg001/tlg1548.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1551.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1551/tlg001/tlg1551.tlg001.1st1K-grc1.xml,verse-didactic,div-based,book,,
tlg1551.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1551/tlg002/tlg1551.tlg002.1st1K-grc1.xml,verse-didactic,div-based,fragment,,
tlg1553.tlg001.1st1K-eng1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1553/tlg001/tlg1553.tlg001.1st1K-eng1.xml,prose-philosophy,div-based,chapter,,
tlg1553.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1553/tlg001/tlg1553.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1562.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1562/tlg002/tlg1562.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1595.tlg221.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1595/tlg221/tlg1595.tlg221.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
tlg1595.tlg370.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1595/tlg370/tlg1595.tlg370.1st1K-grc1.xml,prose-philosophy,div-based,book|fragment,,
tlg1596.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1596/tlg002/tlg1596.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1602.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1602/tlg001/tlg1602.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1617.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1617/tlg001/tlg1617.tlg001.1st1K-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg1622.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1622/tlg001/tlg1622.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,chapter|section,,
tlg1626.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1626/tlg001/tlg1626.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,section,,
tlg1634.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1634/tlg002/tlg1634.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1664.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1664/tlg001/tlg1664.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1665.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1665/tlg001/tlg1665.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1669.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1669/tlg004/tlg1669.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,fragment|page,,
tlg1681.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1681/tlg001/tlg1681.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,epistle,,
tlg1692.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1692/tlg005/tlg1692.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg1699.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg001/tlg1699.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg002/tlg1699.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg003/tlg1699.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg004/tlg1699.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg005/tlg1699.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg006/tlg1699.tlg006.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg007/tlg1699.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1699.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1699/tlg008/tlg1699.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1701.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1701/tlg001/tlg1701.tlg001.1st1K-grc1.xml,prose-biography,div-based,chapter,,
tlg1701.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1701/tlg002/tlg1701.tlg002.1st1K-grc1.xml,prose-biography,div-based,chapter,,
tlg1705.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1705/tlg001/tlg1705.tlg001.1st1K-grc1.xml,prose-epistolary,div-based,epistle,,
tlg1719.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1719/tlg001/tlg1719.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg1724.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1724/tlg001/tlg1724.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,paragraph,,
tlg1725.tlg001.perseus-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1725/tlg001/tlg1725.tlg001.perseus-grc1.xml,prose-philosophy,div-based,book|section,,
tlg1725.tlg001.perseus-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1725/tlg001/tlg1725.tlg001.perseus-grc2.xml,prose-philosophy,mixed,book|chapter,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg1749.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1749/tlg001/tlg1749.tlg001.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg1750.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1750/tlg001/tlg1750.tlg001.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg1750.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1750/tlg002/tlg1750.tlg002.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg1750.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1750/tlg003/tlg1750.tlg003.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg1750.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1750/tlg004/tlg1750.tlg004.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg1763.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1763/tlg001/tlg1763.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1764.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1764/tlg001/tlg1764.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|paragraph,,
tlg1765.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1765/tlg003/tlg1765.tlg003.1st1K-grc1.xml,prose-biography,div-based,chapter,,
tlg1765.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1765/tlg004/tlg1765.tlg004.1st1K-grc1.xml,prose-biography,div-based,book,,
tlg1765.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1765/tlg005/tlg1765.tlg005.1st1K-grc1.xml,prose-biography,div-based,chapter,,
tlg1766.tlg001.perseus-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1766/tlg001/tlg1766.tlg001.perseus-grc1.xml,prose-oratory,mixed,chapter,altnumbering,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg1799.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg007/tlg1799.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg1799.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg008/tlg1799.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,section|subsection,,
tlg1799.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg009/tlg1799.tlg009.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1799.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg010/tlg1799.tlg010.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1799.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg011/tlg1799.tlg011.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1799.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg012/tlg1799.tlg012.1st1K-grc1.xml,verse-didactic,div-based,chapter,,
tlg1799.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg013/tlg1799.tlg013.1st1K-grc1.xml,verse-didactic,div-based,work,,
tlg1799.tlg014.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg014/tlg1799.tlg014.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1799.tlg015.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg015/tlg1799.tlg015.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg1799.tlg015.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg015/tlg1799.tlg015.1st1K-grc2.xml,prose-philosophy,div-based,section,,
tlg1799.tlg016.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg016/tlg1799.tlg016.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg1799.tlg017.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1799/tlg017/tlg1799.tlg017.1st1K-grc1.xml,verse-epigram,div-based,work,,
tlg1801.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1801/tlg001/tlg1801.tlg001.1st1K-grc1.xml,verse-epic,mixed,fragment,para,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg1802.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg1802/tlg001/tlg1802.tlg001.1st1K-grc1.xml,verse-epic,div-based,section,,
